chr	trait	index	pos	lm_coefficient	variance_explained	pos.left_refineqtl	pos.peak_refineqtl	pos.right_refineqtl	max.lod	int.size
chrXI	Zeocin	17145	532119	-0.10151584987318	0.011784373713443	530005	532119	535579	25.6233682016592	5574
chrXVI	Zeocin	27695	502088	0.103768309351988	0.0107116140879437	498437	500007	504262	26.867934182806	5825
chrX	Zeocin	14807	547200	-0.115084028190774	0.0135538481047389	544523	546305	550837	32.9394510010338	6314
chrI	Zeocin	110	48751	-0.155764102662796	0.0352043396038449	42684	46375	49103	59.1070839077221	6419
chrXIV	Zeocin	23282	379436	-0.0865102522167334	0.00297470405967816	374659	376313	381889	15.7758529009232	7230
chrVII	Zeocin	10116	842206	-0.0944460846592702	0.00914053306117397	837414	842206	845614	22.5026726344328	8200
chrXV	Zeocin	24580	163253	0.227178447293095	0.0451208678970311	156898	163253	167761	109.487822346928	10863
chrIV	Zeocin	4646	404459	-0.107261848932369	0.00213662715494609	395767	404459	408416	15.3630707930383	12649
chrXV	Zeocin	24037	37725	-0.0413887826634422	0.00157383720855317	33217	38001	46508	3.90126054635198	13291
chrXII	Zeocin	19010	645078	0.193399382664894	0.0586793856847398	644135	645078	657536	73.5828223296123	13401
chrXIV	Zeocin	23472	467219	0.0926605390495317	0.00416012724334275	458514	467219	473303	16.9731126944331	14789
chrXIII	Zeocin	20566	9746	0.0203298251643927	0.0567664521831769	9746	9746	24565	0.0281799593328742	14819
chrXIII	Zeocin	21572	398491	-0.0644303538024831	0.00976849501919774	405299	410283	421470	9.50128667004014	16171
chrXVI	Zeocin	26771	81157	-0.0395599507029642	0.00145098740840887	72592	82484	91018	3.75499478754864	18426
chrVII	Zeocin	9364	378667	0.0648814939144287	0.00243371074961594	367828	383573	386608	10.0451970345755	18780
chrXV	Zeocin	26327	827016	0.0910162918762669	0.00840894651304942	811848	824910	831980	20.8322602473274	20132
chrVII	Zeocin	9633	480612	-0.0834691003492532	0.0026921733908768	473079	479063	493704	16.5669657073736	20625
chrIII	Zeocin	3255	128224	0.0837497275721103	0.00388961841646933	110545	128224	133467	17.5506438762832	22922
chrXII	Zeocin	19749	815526	-0.0428343408019981	0.00116375386785354	803492	815526	827781	4.39818487932894	24289
chrII	Zeocin	676	50915	0.0510926087830917	0.00068483396420493	47104	59164	71431	6.41975612239082	24327
chrIV	Zeocin	4782	501667	0.0807982893740502	0.00378217535255394	484028	492455	509407	10.5343208457972	25379
chrXIII	Zeocin	22343	775628	0.0492222725636792	0.00560861701053013	747051	751466	776467	3.45792661694429	29416
chrXV	Zeocin	25825	583715	-0.0279329436041516	0.000954643537435075	551813	571487	584081	1.97156161182329	32268
chrXIII	Zeocin	22381	820446	0.0620346666647187	0.00181366403543988	801587	820446	834662	5.81950948267115	33075
chrVII	Zeocin	8901	146193	-0.0982523360639846	0.0104276588223767	142176	146193	181935	24.1196848727722	39759
chrI	Zeocin	294	130776	-0.0538474490090704	0.0037419427328809	129517	130254	170022	7.22141664756748	40505
chrXII	Zeocin	18017	141390	0.0757271706870517	0.00560669609548335	135855	160954	177778	14.0309194668974	41923
chrIV	Zeocin	6079	1459011	0.0654001613130286	0.00333680271933041	1432812	1471977	1474885	9.04211705089426	42073
chrIX	Zeocin	12710	267764	0.0405269706711424	0.00183852364114767	249546	267785	292353	4.18138918801287	42807
chrXIII	Zeocin	22529	878991	-0.0460240231621222	0.00229892693015347	859500	890848	904006	4.32532946417291	44506
chrXIII	Zeocin	21401	300324	-0.0471825365531808	0.00263546619063074	251609	300324	303266	5.11993019460454	51657
chrIV	Zeocin	3588	33211	-0.053722768335907	0.00451828202154545	19638	33211	77646	7.21377175627049	58008
chrIV	Zeocin	5415	960835	-0.0436689335552405	0.000748058814438481	944445	960835	1003824	4.84008067597495	59379
chrV	Zeocin	7411	525075	-0.0381802719230702	0.00128986538990825	489427	537193	559138	3.70384216910531	69711
chrVIII	Zeocin	11372	181049	-0.0446686217921686	0.00148505187528527	161715	221114	239187	4.49100070234158	77472
chrVIII	Zeocin	11880	473884	0.0355334915885189	0.000908611756000391	422538	466269	500907	3.20234675774566	78369
chrXIII	Zeocin	22095	628415	-0.0443494841256269	0.00213513019083446	552364	615554	642868	3.64033949566794	90504
chrII	Zeocin	1225	220424	-0.0412144149737177	0.000859289379415032	162420	183619	269653	4.12973881737048	107233
chrIII	Zeocin	3529	266271	-0.0312965310726172	0.00117478077797497	189052	266241	302979	2.49582799904385	113927
chrXII	Zeocin	18318	283794	-0.0323410484574935	0.00161146940405105	238074	281400	370156	2.59567748868164	132082
chrIV	Zeocin	4555	334393	-0.0373022007366629	0.00570509794679828	214436	232936	353020	2.68347407777662	138584
chrXIV	Zeocin	23753	606872	-0.0570659281658047	0.00326161836578426	488598	591502	629832	7.56303748754044	141234
chrXIV	Zeocin	22982	201973	0.0351548764992202	0.00107474168703629	171097	195073	348697	3.0919804927006	177600
chrIV	Zeocin	3985	161220	-0.0376387984825463	0.000642126287089434	33211	95525	232936	3.37677126141762	199725
chrXIII	Zeocin	20704	60420	-0.0654827377624064	0.0160594618429363	51596	57144	299843	1.31605813280805	248247
chrXV	Zeocin	24915	309869	0.0400756940070137	0.00149969223469301	231018	511893	540998	3.97969626040685	309980
chrIV	Zeocin	5925	1407535	-0.0504787022090088	0.00348080369467166	1055184	1407535	1420155	5.36847305710899	364971
